resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
KW03100,PASADOR EMBUTIDO,Material,General,u,2.88,2.88,2.88,2.88,1,EUR,2.14,0.7433,12,12,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
IF16800,JUEGO ESCUADRAS ACERO INOXIDABLE,Material,General,u,4.63,4.63,4.63,4.63,1,EUR,4.63,1.0,12,12,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Lavabo
CW00200,CHAPA NERVADA TROQUELADA DE ACERO GALVANIZADO,Material,General,m2,4.96,4.96,4.96,4.96,1,EUR,5.21,1.05,11,11,AISLAMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),AISLAMIENTOS,Varios
IF30400,VÁLVULA DESAGUE FREGADERO C/ TAPÓN Y CADENILLA,Material,General,u,5.49,5.49,5.49,5.49,1,EUR,7.99,1.4545,11,11,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Fregadero
US10684,"DERIV. ""T"" BBB 150x80/150 PN-16",Material,General,u,140.82,140.82,140.82,140.82,1,EUR,140.82,1.0,11,11,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Acometidas
QW01000,TEJIDO SEPARADOR 70 gr/m2,Material,General,m2,0.79,0.79,0.79,0.79,1,EUR,1.25,1.5818,11,11,CUBIERTAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),CUBIERTAS,Faldones
KW01000,AGARRADORES DE LATON 1ª CALIDAD,Material,General,u,4.41,4.41,4.41,4.41,1,EUR,4.14,0.9382,11,11,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
KM07500,TAPAJUNTAS PINO FLANDES 70X20 mm,Material,General,m,1.99,1.99,1.99,1.99,1,EUR,7.51,3.7727,11,11,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
IE03100,CABLE COBRE 1x35 mm2 RZ1-K(AS),Material,Electrical,m,11.96,11.96,11.96,11.96,1,EUR,32.9,2.7509,11,11,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Conductores
CM00600,PANEL METÁLICO 50x50 cm,Material,General,u,50.0,50.0,50.0,50.0,1,EUR,3.94,0.0787,11,11,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Metálicos
IE02400,CABLE COBRE 1x10 mm2 H07V-K(AS),Material,Electrical,m,4.01,4.01,4.01,4.01,1,EUR,10.31,2.5709,11,11,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Circuitos
IE03250,CABLE COBRE 1x50 mm2 RZ1-K(AS),Material,Electrical,m,17.19,17.19,17.19,17.19,1,EUR,42.58,2.4773,11,11,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Conductores
AGM01400,MORTERO DE CAL HIDRÁULICA M10 (1:4),Material,General,m3,140.26,140.26,140.26,140.26,1,EUR,7.45,0.0531,11,11,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,Citaras
IF29900,"VÁLVULA COMPUERTA DIÁM. 1 1/2"" (36/40 mm)",Material,General,u,21.22,21.22,21.22,21.22,1,EUR,69.45,3.2727,11,11,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Contadores
MP80000,EQUIPO PERFORACIÓN MICROPILOTES,Equipment,General,h,407.83,407.83,407.83,407.83,1,EUR,119.57,0.2932,11,11,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,In situ
IC00050,ACOND. AIRE EVAP. Y CONDENS. BOMBA DE CALOR 3000 frg/h,Material,General,u,878.1,878.1,878.1,878.1,1,EUR,424.52,0.4835,11,11,SEGURIDAD Y SALUD,Base de Costes de la Construccion de Andalucia (BCCA 2023),SEGURIDAD Y SALUD,Salas primeros auxilios
ME01400,MINI RETROEXCAVADORA,Equipment,General,h,36.19,36.19,36.19,36.19,1,EUR,7.73,0.2135,11,11,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Pavimentos
PW02100,FIJATIVO DE PINTURAS Y GELES,Material,General,l,6.38,6.38,6.38,6.38,1,EUR,0.73,0.1145,11,11,PINTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),PINTURAS,Acrílicas
IF92976,TUBO CORRUGADO P/POLIETILENO DIÁM. 40 mm,Material,General,m,0.58,0.58,0.58,0.58,1,EUR,0.59,1.01,11,11,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Cobre
05HAC00015,ACERO EN BARRAS CORRUGADAS TIPO B500S,Material,General,kg,1.52,1.52,1.52,1.52,1,EUR,139.84,92.0,10,10,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Vigas
05HHL00003,HORMIGÓN PARA ARMAR HA-25/P/20/XC2 EN LOSAS,Material,General,m3,118.57,118.57,118.57,118.57,1,EUR,75.88,0.64,10,10,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Losas
05HED00101,DESENCOFRADO ELEM. HORM. VISTO ENC. CON MADERA,Material,General,m2,5.56,5.56,5.56,5.56,1,EUR,54.6,9.82,10,10,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Vigas
IF92978,TUBO CORRUGADO P/POLIETILENO DIÁM. 63 mm,Material,General,m,1.15,1.15,1.15,1.15,1,EUR,1.74,1.509,10,10,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Cobre
IM05000,INTERRUPTOR AUTOMÁTICO DE NIVEL,Material,General,u,121.13,121.13,121.13,121.13,1,EUR,121.13,1.0,10,10,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Varios
IC02800,ACTUADOR MOTORIZ. MODULANTE Y EQUIP. ACOPL. PARA. VÁLV. 3 VÍAS,Material,General,u,225.45,225.45,225.45,225.45,1,EUR,225.45,1.0,10,10,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Regulación y control
KM04800,LISTÓN PINO 50X25 mm,Material,General,m,1.3,1.3,1.3,1.3,1,EUR,2.6,2.0,10,10,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Metales
KM02900,HOJA NORMALIZADA SAPELLY 35 mm,Material,General,u,39.75,39.75,39.75,39.75,1,EUR,25.96,0.653,10,10,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
03ERT80060,ENCOFRADO METÁLICO 2 C. EN MURO DE CONTENCIÓN,Material,General,m2,87.29,87.29,87.29,87.29,1,EUR,544.69,6.24,10,10,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Muros
SW00700,TAPA Y CERCO H. FUNDIDO DIÁM. 60 cm ROD. MEDIA,Material,General,u,68.6,68.6,68.6,68.6,1,EUR,68.6,1.0,10,10,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Depuración y vertido
KA00100,ACERO EN CUADRADILLOS MANUFACTURADO,Material,General,kg,1.61,1.61,1.61,1.61,1,EUR,21.55,13.385,10,10,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
CA01700,ALAMBRE DE ATAR,Material,General,kg,1.5,1.5,1.5,1.5,1,EUR,0.1,0.0644,10,10,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Barras corrugadas
06LPM00001,FÁBRICA 1 PIE L/PERF. TALADRO PEQUEÑO,Material,General,m2,41.07,41.07,41.07,41.07,1,EUR,5.13,0.125,10,10,SEGURIDAD Y SALUD,Base de Costes de la Construccion de Andalucia (BCCA 2023),SEGURIDAD Y SALUD,Varios
KM02800,HOJA NORMALIZADA OKUME 35 mm,Material,General,u,36.21,36.21,36.21,36.21,1,EUR,23.17,0.64,10,10,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Pintar
IE11300,PICA DE ACERO COBRIZADO (2 m) GRA.,Material,General,u,22.55,22.55,22.55,22.55,1,EUR,18.49,0.82,10,10,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,ALBAÑILERÍA
KM01000,CERCO SAPELLY 70X40 mm,Material,General,m,12.12,12.12,12.12,12.12,1,EUR,36.78,3.035,10,10,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
HL00500,CASETA MODULADA ENSAMBLABLE,Material,General,m2,425.15,425.15,425.15,425.15,1,EUR,150.84,0.3548,10,10,SEGURIDAD Y SALUD,Base de Costes de la Construccion de Andalucia (BCCA 2023),SEGURIDAD Y SALUD,Varios
US12143,BRIDA GRAN TOLER. DIÁM. 150,Material,General,u,103.21,103.21,103.21,103.21,1,EUR,175.46,1.7,10,10,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Acometidas
05HED00001,DESENCOFRADO ELEM. HORM. A REVESTIR ENC. CON MADERA,Material,General,m2,4.0,4.0,4.0,4.0,1,EUR,39.28,9.82,10,10,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Vigas
IC68400,"TUBO ACERO NEGRO SIN SOLD. UNE 19040 60,3x3,65 mm DIÁM. x ESP.",Material,General,m,7.42,7.42,7.42,7.42,1,EUR,7.48,1.008,10,10,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Valvulería y canalizaciones
US20725,HIDRANTE ARQ. INCORP. DIÁM. 70 mm,Material,General,u,295.94,295.94,295.94,295.94,1,EUR,295.94,1.0,10,10,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Para fundición
US12024,UNIÓN GIBAULT DIÁM. 200 D,Material,General,u,49.72,49.72,49.72,49.72,1,EUR,94.47,1.9,10,10,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Para fibrocemento
US10528,"CODO BB F.D. DIÁM. 100 mm, PN-16",Material,General,u,64.25,64.25,64.25,64.25,1,EUR,64.25,1.0,10,10,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Para fundición
IF30000,"VÁLVULA COMPUERTA DIÁM. 2"" (50/60 mm)",Material,General,u,27.49,27.49,27.49,27.49,1,EUR,85.22,3.1,10,10,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Contadores
IE12400,TUBO PVC FLEXIBLE CORRUGADO DIÁM. 48 mm,Material,General,m,1.07,1.07,1.07,1.07,1,EUR,1.08,1.009,10,10,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Circuitos
IC68100,"TUBO ACERO NEGRO SIN SOLD. UNE 19040 33,7x3,25 mm DIÁM. x ESP.",Material,General,m,3.98,3.98,3.98,3.98,1,EUR,4.02,1.009,10,10,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Valvulería y canalizaciones
MN00100,MOTONIVELADORA,Equipment,General,h,67.17,67.17,67.17,67.17,1,EUR,0.61,0.0091,10,10,ACONDICIONAMIENTO DE TERRENOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ACONDICIONAMIENTO DE TERRENOS,Explanaciones
IE02500,CABLE COBRE 1x10 mm2 RZ1-K(AS),Material,Electrical,m,3.91,3.91,3.91,3.91,1,EUR,12.66,3.237,10,10,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Líneas generales de alimentación
US10756,"CARRETE BB F.D. 100x500, PN-16",Material,General,u,68.49,68.49,68.49,68.49,1,EUR,68.49,1.0,9,9,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Para fundición
WW00100,DETONADOR ELÉCTRICO,Material,General,u,1.0,1.0,1.0,1.0,1,EUR,2.83,2.8333,9,9,ACONDICIONAMIENTO DE TERRENOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ACONDICIONAMIENTO DE TERRENOS,Apertura de cajas
TO01300,OF. 1ª ARTIFICIERO,Labor,Labor,h,23.17,23.17,23.17,23.17,1,EUR,42.48,1.8333,9,9,ACONDICIONAMIENTO DE TERRENOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ACONDICIONAMIENTO DE TERRENOS,Apertura de cajas
MK00200,CAMIÓN CISTERNA,Equipment,General,h,45.12,45.12,45.12,45.12,1,EUR,0.18,0.0039,9,9,ACONDICIONAMIENTO DE TERRENOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ACONDICIONAMIENTO DE TERRENOS,Explanaciones
WW00200,EXPLOSIVO GOMA 2E-C,Material,General,kg,4.65,4.65,4.65,4.65,1,EUR,2.35,0.5056,9,9,ACONDICIONAMIENTO DE TERRENOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ACONDICIONAMIENTO DE TERRENOS,Apertura de cajas
US12015,UNIÓN GIBAULT DIÁM. 150 A/D,Material,General,u,29.28,29.28,29.28,29.28,1,EUR,52.05,1.7778,9,9,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Para fibrocemento
02PBB00006,"EXC. POZOS ESCOMBROS MEDIOS MANUALES HASTA 1,50 m",Material,General,m3,79.9,79.9,79.9,79.9,1,EUR,42.08,0.5267,9,9,ACONDICIONAMIENTO DE TERRENOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ACONDICIONAMIENTO DE TERRENOS,A brazo
05HRL80160,HORM. ARM. HA-25/P/20/XC2 LOSAS INCL. I/ENC. MAD. REV. C/PELD.,Material,General,m3,585.78,585.78,585.78,585.78,1,EUR,3.51,0.006,9,9,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Hormigón
KW01400,CERRADURA LLAVE PLANA,Material,General,u,9.92,9.92,9.92,9.92,1,EUR,6.07,0.6122,9,9,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Abatibles
IE07500,INTERRUPTOR CONMT. DE SUP. CAJA ESTANCA C/TAPA,Material,General,u,10.62,10.62,10.62,10.62,1,EUR,21.24,2.0,9,9,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Puntos de luz
EH00110N,CANON GESTION DE RESIDUOS DE HORMIGÓN,Material,General,t,5.98,5.98,5.98,5.98,1,EUR,5.98,1.0,9,9,GESTIÓN DE RESIDUOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),GESTIÓN DE RESIDUOS,"Hormigones, terrazos, cementos y cales"
FP00605N,ENTRAMADO METÁLICO PARA TABIQUE PLACAS DE YESO LAMIN. 90x600 mm,Material,General,m²,4.15,4.15,4.15,4.15,1,EUR,4.27,1.0278,9,9,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,ARCOS Y BÓVEDAS DE LADRILLO
IE12000,TUBO PVC FLEXIBLE CORRUGADO DIÁM. 16 mm,Material,General,m,0.24,0.24,0.24,0.24,1,EUR,0.35,1.4589,9,9,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Varios
EH00130N,CANON GESTION DE RESIDUOS CERAMICOS MIXTOS,Material,General,t,5.93,5.93,5.93,5.93,1,EUR,6.13,1.0333,9,9,GESTIÓN DE RESIDUOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),GESTIÓN DE RESIDUOS,Materiales cerámicos
AER00100,TRANSPORTE INTERIOR MECANICO DE RESIDUOS MIXTOS A 100 m,Material,General,m3,3.69,3.69,3.69,3.69,1,EUR,3.69,1.0,9,9,GESTIÓN DE RESIDUOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),GESTIÓN DE RESIDUOS,Residuos mezclados
EH00120N,CANON GESTION DE RESIDUOS DE LADRILLOS,Material,General,t,5.93,5.93,5.93,5.93,1,EUR,5.93,1.0,9,9,GESTIÓN DE RESIDUOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),GESTIÓN DE RESIDUOS,Ladrillos
IC41800,"LLAVE REGULACIÓN RADIADOR, 4 VÍAS, INST. MONOTUBO",Material,General,u,11.04,11.04,11.04,11.04,1,EUR,12.94,1.1722,9,9,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Emisores
RS04200,BARNIZ S/SUELO DE MADERA,Material,General,m2,7.55,7.55,7.55,7.55,1,EUR,4.84,0.6411,9,9,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Peldaños
KW03600,PICAPORTE PARA PUERTA CORREDERA,Material,General,u,5.65,5.65,5.65,5.65,1,EUR,2.72,0.4822,9,9,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
IF31300,"VÁLVULA RETENCIÓN DIÁM. 1 1/2"" (36/40 mm)",Material,General,u,13.62,13.62,13.62,13.62,1,EUR,19.67,1.4444,9,9,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Retención
PT00100,TEMPLE,Material,General,kg,0.35,0.35,0.35,0.35,1,EUR,0.41,1.1778,9,9,PINTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),PINTURAS,Temple
KW04200,SISTEMA DESLIZAMIENTO PUERTAS,Material,General,u,31.72,31.72,31.72,31.72,1,EUR,20.23,0.6378,9,9,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
21PECC00001,PINTURA A LA CAL,Material,General,m2,3.42,3.42,3.42,3.42,1,EUR,7.41,2.1662,9,9,SEGURIDAD Y SALUD,Base de Costes de la Construccion de Andalucia (BCCA 2023),SEGURIDAD Y SALUD,Aseos
IC68500,"TUBO ACERO NEGRO SIN SOLD. UNE 19040 76,1x3,65 mm DIÁM. x ESP.",Material,General,m,8.86,8.86,8.86,8.86,1,EUR,8.94,1.0089,9,9,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Valvulería y canalizaciones
FL00600,"LADRILLO CERÁM. C/V MACIZO PRENSADO 24x11,5x5 cm",Material,General,mu,772.0,772.0,772.0,772.0,1,EUR,68.36,0.0886,9,9,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,Especiales
PX00200,"PINTURA INSECTICIDA-FUNGICIDA ACEITE CON RESINAS, INCOL.",Material,General,kg,9.6,9.6,9.6,9.6,1,EUR,4.27,0.4444,9,9,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Tradicionales
05HRJ80010,HORM. ARM. HA-25/P/20/XC2 EN VIGAS PLANAS I/ENC. REVESTIR,Material,General,m3,459.07,459.07,459.07,459.07,1,EUR,11.48,0.025,9,9,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Hormigón
IE03000,CABLE COBRE 1x35 mm2 H07V-K(AS),Material,Electrical,m,13.19,13.19,13.19,13.19,1,EUR,29.4,2.2289,9,9,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Circuitos
IC70500,"TUBO COBRE DESHIDRATADO Y RECOCIDO 15,87x0,8 mm (5/8"")",Material,General,m,6.85,6.85,6.85,6.85,1,EUR,6.85,1.0,9,9,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Valvulería y canalizaciones
IC70400,"TUBO COBRE DESHIDRATADO Y RECOCIDO 12,70x0,8 mm (1/2"")",Material,General,m,5.8,5.8,5.8,5.8,1,EUR,5.8,1.0,8,8,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Valvulería y canalizaciones
IC70900,"TUBO COBRE DESHIDRATADO Y RECOCIDO 28,57x1,0 mm (1 1/8"")",Material,General,m,24.72,24.72,24.72,24.72,1,EUR,24.72,1.0,8,8,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Valvulería y canalizaciones
US12131,BRIDA GRAN TOLER. DIÁM. 100,Material,General,u,64.85,64.85,64.85,64.85,1,EUR,97.27,1.5,8,8,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Para fibrocemento
CA01600,"ACERO PERFILES S 275 JR, SOPORTES SIMPLES",Material,General,kg,1.05,1.05,1.05,1.05,1,EUR,2.42,2.3025,8,8,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Soportes
IC09800,BRIDA GALV. PARA CONDUCTO CIRCULAR HASTA 250 mm DIÁM.,Material,General,u,3.59,3.59,3.59,3.59,1,EUR,4.31,1.2,8,8,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Distribución
11SBA90022,BARANDILLA RAMPA PERS CON DISC AC. FRIO PASAMANOS TUBO 50x4 mm,Material,General,m,46.83,46.83,46.83,46.83,1,EUR,78.07,1.667,8,8,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,Fábrica
KW01500,CERRADURA PUERTA DE ENTRADA,Material,General,u,24.87,24.87,24.87,24.87,1,EUR,15.54,0.625,8,8,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
WW00001,MATERIAL ESPECIAL DE SELLADO DE JUNTA DE VENTANA,Material,General,u,10.55,10.55,10.55,10.55,1,EUR,10.55,1.0,8,8,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN
IC41300,"LLAVE REGULACIÓN RADIADOR, 2 VÍAS,3/8""",Material,General,u,4.75,4.75,4.75,4.75,1,EUR,4.9,1.0312,8,8,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Emisores
IC41400,"LLAVE REGULACIÓN RADIADOR, 2 VÍAS,1/2""",Material,General,u,5.37,5.37,5.37,5.37,1,EUR,6.24,1.1625,8,8,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Emisores
VW02000,SELLADO SILICONA,Material,General,m,1.13,1.13,1.13,1.13,1,EUR,6.5,5.75,8,8,VIDRIERÍA Y ELABORADOS SINTÉTICOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),VIDRIERÍA Y ELABORADOS SINTÉTICOS,Térmicos
QP03000,"PLANCHA DE CINC 0,60 mm ESP.",Material,General,m2,31.35,31.35,31.35,31.35,1,EUR,19.4,0.6187,8,8,CUBIERTAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),CUBIERTAS,Encuentros
10CEE00001,ENFOSCADO SIN MAESTREAR Y FRATASADO EN PAREDES,Material,General,m2,12.98,12.98,12.98,12.98,1,EUR,15.92,1.2266,8,8,SEGURIDAD Y SALUD,Base de Costes de la Construccion de Andalucia (BCCA 2023),SEGURIDAD Y SALUD,Aseos
XI02350,MEMBRANA BETÚN MODIF. SBS ARM. POLIESTER LBM 40 FP SBS,Material,General,m2,4.85,4.85,4.85,4.85,1,EUR,3.42,0.7049,8,8,CUBIERTAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),CUBIERTAS,Encuentros
XI00200,ADHESIVO PVC LÍQUIDO,Material,General,kg,14.95,14.95,14.95,14.95,1,EUR,0.76,0.051,8,8,CUBIERTAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),CUBIERTAS,Faldones
QT00700,TEJA CERÁMICA CURVA,Material,General,u,0.76,0.76,0.76,0.76,1,EUR,8.33,10.9624,8,8,CUBIERTAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),CUBIERTAS,Varios
IW04300,TUBO FLUORESCENTE 20 W,Material,General,u,2.89,2.89,2.89,2.89,1,EUR,9.03,3.125,8,8,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Iluminación
IE13600,REACTANCIA 20 W,Material,General,u,5.61,5.61,5.61,5.61,1,EUR,17.53,3.125,8,8,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Iluminación
KM00600,CERCO PINO FLANDES 100X40 mm,Material,General,m,9.83,9.83,9.83,9.83,1,EUR,22.49,2.2875,8,8,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Pintar
US10892,ADAPT. ISO2531 (225-219) DIÁM. 200,Material,General,u,84.2,84.2,84.2,84.2,1,EUR,147.35,1.75,8,8,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Para fundición
US20178,"VÁLV. COMP. M/M N.O.D. DIÁM. 100 mm, F.D.",Material,General,u,267.95,267.95,267.95,267.95,1,EUR,267.95,1.0,8,8,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Para fundición
IF29700,"VÁLVULA COMPUERTA DIÁM. 1"" (22/25 mm)",Material,General,u,9.25,9.25,9.25,9.25,1,EUR,16.19,1.75,8,8,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Contadores
